SPID,GeoID,PID,SaleDate,Amount,Customers,Boxes
SP24,G5,P14,2021-02-25,3605,347,258
SP09,G3,P03,2021-02-25,6356,38,374
SP24,G5,P19,2021-02-25,602,238,41
SP23,G1,P14,2021-02-26,7042,142,470
SP22,G5,P03,2021-02-26,2968,215,142
SP10,G1,P22,2021-02-26,294,80,17
SP05,G4,P11,2021-02-26,6363,68,213
SP09,G2,P12,2021-02-26,280,220,18
SP11,G3,P21,2021-02-26,406,22,29
SP18,G4,P07,2021-02-26,4144,374,139
SP08,G4,P01,2021-02-26,5341,179,173
SP17,G5,P12,2021-02-26,2947,103,197
SP02,G4,P19,2021-02-26,12026,166,926
SP10,G4,P20,2021-02-26,3983,237,307
SP04,G1,P14,2021-02-26,1792,283,163
SP01,G6,P01,2021-02-26,1526,150,67
SP20,G2,P16,2021-02-26,5313,70,190
SP08,G6,P11,2021-02-26,7728,48,242
SP16,G3,P13,2021-02-26,413,414,22
SP21,G1,P14,2021-02-26,4431,13,493
SP03,G2,P12,2021-02-26,1036,240,58
SP21,G2,P09,2021-02-26,217,147,25
SP15,G1,P19,2021-02-26,7616,16,693
SP12,G6,P16,2021-02-26,11900,256,518
SP25,G4,P19,2021-02-26,10437,350,1044
SP18,G1,P12,2021-03-01,5691,216,335
SP22,G5,P04,2021-03-01,5397,66,300
SP08,G2,P16,2021-03-01,3276,61,143
SP09,G4,P07,2021-03-01,4102,14,187
SP02,G5,P18,2021-03-01,476,86,18
SP14,G3,P16,2021-03-01,4858,138,157
SP09,G3,P08,2021-03-01,7259,69,404
SP08,G1,P03,2021-03-02,6209,35,311
SP09,G4,P16,2021-03-02,12390,269,539
SP20,G6,P21,2021-03-02,686,103,41
SP18,G4,P01,2021-03-02,9030,563,312
SP14,G3,P03,2021-03-02,5376,48,256
SP24,G5,P17,2021-03-02,2898,17,126
SP01,G2,P03,2021-03-02,18900,13,945
SP18,G2,P11,2021-03-02,5082,95,182
SP16,G5,P04,2021-03-02,2016,177,107
SP10,G2,P20,2021-03-02,847,145,50
SP10,G4,P15,2021-03-03,4200,57,350
SP03,G4,P22,2021-03-03,17577,190,977
SP09,G1,P09,2021-03-03,861,108,96
SP03,G3,P07,2021-03-03,3829,434,142
SP01,G6,P18,2021-03-03,1155,238,37
SP19,G5,P15,2021-03-03,11123,189,1391
SP22,G4,P15,2021-03-03,8505,82,532
SP05,G2,P07,2021-03-03,4130,152,138
SP14,G5,P01,2021-03-03,420,43,15
SP07,G5,P06,2021-03-03,994,92,63
SP13,G6,P05,2021-03-03,3689,364,176
SP16,G2,P06,2021-03-03,13195,124,880
SP12,G5,P16,2021-03-04,6545,276,219
SP04,G2,P07,2021-03-04,9982,399,357
SP21,G6,P13,2021-03-04,6363,95,398
SP04,G5,P15,2021-03-04,14336,50,1304
SP24,G1,P10,2021-03-04,7063,182,253
SP17,G5,P11,2021-03-04,5551,176,199
SP05,G2,P09,2021-03-04,448,319,38
SP11,G6,P21,2021-03-05,9121,66,481
SP04,G3,P09,2021-03-05,6258,277,626
SP20,G3,P18,2021-03-05,10752,111,347
SP08,G4,P13,2021-03-05,12411,100,540
SP11,G5,P18,2021-03-05,308,74,10
SP25,G2,P12,2021-03-05,10689,296,764
SP04,G6,P07,2021-03-05,448,98,16
SP11,G2,P05,2021-03-05,4410,271,260
SP15,G6,P15,2021-03-08,6265,501,570
SP05,G3,P21,2021-03-08,7301,116,366
SP03,G5,P18,2021-03-08,4802,330,185
SP14,G3,P01,2021-03-08,1358,99,53
SP21,G2,P02,2021-03-08,1610,284,147
SP03,G6,P22,2021-03-08,63,106,3
SP05,G4,P21,2021-03-08,161,55,8
SP02,G3,P03,2021-03-08,1246,157,70
SP15,G1,P11,2021-03-08,49,250,3
SP09,G2,P03,2021-03-08,4032,150,202
SP18,G3,P09,2021-03-08,1085,181,181
SP10,G2,P10,2021-03-08,4347,135,174
SP15,G5,P17,2021-03-08,7084,193,322
SP13,G3,P04,2021-03-08,5383,117,300
SP06,G3,P12,2021-03-08,1351,232,123
SP19,G5,P19,2021-03-08,3591,455,257
SP13,G3,P12,2021-03-08,1540,27,154
SP22,G2,P07,2021-03-08,9884,113,341
SP18,G1,P13,2021-03-08,9415,296,554
SP02,G5,P07,2021-03-08,1778,52,66
SP17,G3,P04,2021-03-08,8120,224,370
SP23,G6,P01,2021-03-08,2849,128,95
SP13,G5,P13,2021-03-08,2408,288,115
SP07,G3,P17,2021-03-08,12075,265,549
SP06,G3,P18,2021-03-08,2730,120,95
SP19,G6,P04,2021-03-09,1778,267,112
SP18,G4,P09,2021-03-09,4725,157,591
SP13,G3,P20,2021-03-09,6405,40,338
SP03,G6,P08,2021-03-09,2674,402,122
SP24,G1,P08,2021-03-09,5908,149,311
SP24,G5,P03,2021-03-09,7301,39,457
SP24,G2,P10,2021-03-09,154,101,6
SP12,G2,P09,2021-03-09,343,103,29
SP03,G4,P19,2021-03-09,14903,136,1656
SP17,G4,P12,2021-03-09,5390,482,318
SP09,G5,P03,2021-03-09,553,105,27
SP23,G6,P10,2021-03-09,7266,70,346
SP14,G4,P05,2021-03-09,8792,32,419
SP05,G1,P04,2021-03-09,8967,154,561
SP24,G1,P13,2021-03-09,3661,269,167
SP13,G4,P19,2021-03-10,1344,8,112
SP15,G5,P09,2021-03-10,10262,168,856
SP03,G1,P05,2021-03-10,4480,128,264
SP21,G4,P22,2021-03-10,7784,100,300
SP01,G2,P17,2021-03-10,19054,178,658
SP17,G4,P08,2021-03-10,23268,80,1058
SP08,G1,P06,2021-03-11,3885,242,195
SP17,G6,P06,2021-03-11,7147,225,477
SP19,G1,P16,2021-03-11,4571,62,164
SP23,G5,P20,2021-03-11,7973,80,614
SP07,G6,P01,2021-03-11,6055,213,202
SP09,G4,P03,2021-03-11,847,213,43
SP08,G4,P09,2021-03-11,4914,147,702
SP02,G5,P08,2021-03-11,1358,204,76
SP01,G4,P17,2021-03-11,1428,387,50
SP14,G2,P22,2021-03-11,8764,50,439
SP25,G5,P03,2021-03-11,10472,107,456
SP22,G6,P10,2021-03-11,1960,65,70
SP03,G3,P06,2021-03-11,10171,69,536
SP04,G3,P15,2021-03-11,8253,13,551
SP01,G1,P16,2021-03-11,9534,86,367
SP19,G3,P08,2021-03-11,5936,199,350
SP01,G6,P06,2021-03-12,154,172,8
SP08,G4,P18,2021-03-12,5663,155,196
SP09,G6,P15,2021-03-12,11298,14,1256
SP19,G3,P01,2021-03-12,1309,237,49
SP03,G6,P06,2021-03-12,3815,258,212
SP23,G5,P07,2021-03-12,385,227,16
SP18,G2,P22,2021-03-12,315,232,15
SP06,G1,P22,2021-03-12,11823,453,657
SP03,G5,P07,2021-03-12,2891,205,108
SP22,G6,P05,2021-03-12,5278,54,264
SP20,G6,P10,2021-03-12,8036,118,335
SP21,G6,P22,2021-03-12,2940,142,128
SP02,G1,P22,2021-03-12,8309,232,333
SP12,G1,P07,2021-03-12,1820,18,63
SP08,G2,P09,2021-03-12,1393,153,127
SP02,G4,P18,2021-03-12,6440,235,215
SP07,G6,P16,2021-03-12,2275,359,99
SP01,G6,P10,2021-03-12,3941,209,180
SP23,G6,P19,2021-03-12,49,78,4
SP18,G2,P03,2021-03-12,3346,122,168
SP14,G1,P14,2021-03-15,4592,445,511
SP21,G5,P12,2021-03-15,8862,152,522
SP22,G4,P06,2021-03-15,9590,133,640
SP04,G2,P13,2021-03-15,7175,47,359
SP11,G1,P10,2021-03-15,2534,119,91
SP02,G1,P06,2021-03-15,1162,3,62
SP10,G3,P05,2021-03-15,7042,173,470
SP06,G1,P20,2021-03-15,7392,111,493
SP24,G3,P05,2021-03-15,371,191,20
SP23,G4,P06,2021-03-16,7728,151,368
SP20,G5,P18,2021-03-16,518,223,21
SP08,G1,P07,2021-03-16,8547,112,317
SP15,G5,P05,2021-03-16,4018,34,192
SP21,G4,P17,2021-03-16,6118,203,266
SP12,G4,P11,2021-03-16,1582,119,55
SP23,G4,P13,2021-03-16,3626,309,214
SP18,G3,P11,2021-03-16,8981,152,360
SP08,G2,P19,2021-03-16,3304,306,255
SP03,G6,P11,2021-03-16,6076,74,196
SP04,G1,P15,2021-03-16,12530,134,964
SP02,G2,P20,2021-03-16,3675,273,283
SP15,G6,P04,2021-03-16,434,152,28
SP10,G1,P20,2021-03-16,5509,16,307
SP01,G1,P21,2021-03-16,10843,228,517
SP01,G3,P09,2021-03-16,7623,88,587
SP01,G3,P12,2021-03-16,7623,152,636
SP01,G3,P10,2021-03-17,6573,185,313
SP05,G1,P14,2021-03-17,2520,95,149
SP04,G1,P21,2021-03-17,910,14,54
SP24,G2,P19,2021-03-17,5397,8,416
SP16,G3,P16,2021-03-17,4263,464,158
SP19,G6,P17,2021-03-17,7637,114,273
SP11,G3,P13,2021-03-17,15239,156,953
SP23,G2,P08,2021-03-17,7840,81,392
SP16,G3,P18,2021-03-17,1302,298,51
SP16,G2,P17,2021-03-17,3192,459,128
SP23,G4,P16,2021-03-17,4312,79,188
SP18,G2,P16,2021-03-17,6258,49,224
SP05,G2,P22,2021-03-17,7931,257,418
SP19,G3,P22,2021-03-17,2576,67,129
SP03,G1,P17,2021-03-17,623,224,22
SP20,G6,P17,2021-03-17,7567,254,292
SP13,G1,P22,2021-03-18,6363,179,266
SP02,G3,P22,2021-03-18,1645,97,75
SP25,G3,P19,2021-03-18,12740,72,980
SP12,G3,P20,2021-03-18,6755,504,483
SP15,G1,P12,2021-03-18,13321,119,833
SP09,G5,P21,2021-03-18,1078,41,57
SP14,G3,P08,2021-03-18,13104,77,624
SP07,G3,P18,2021-03-18,10241,74,366
SP19,G6,P13,2021-03-19,1904,316,112
SP15,G3,P20,2021-03-19,4116,89,217
SP09,G3,P10,2021-03-19,1302,24,55
SP03,G3,P10,2021-03-19,4606,186,210
SP25,G1,P06,2021-03-19,8526,153,569
SP19,G3,P17,2021-03-22,13832,187,577
SP03,G6,P17,2021-03-22,10962,24,392
SP04,G1,P05,2021-03-22,5383,212,317
SP25,G5,P15,2021-03-22,2856,138,179
SP19,G2,P16,2021-03-22,2954,143,96
SP05,G2,P10,2021-03-22,14385,230,600
SP10,G6,P06,2021-03-22,10346,88,647
SP24,G1,P20,2021-03-22,1568,199,83
SP11,G6,P16,2021-03-22,3682,152,148
SP02,G1,P11,2021-03-22,5544,162,185
SP02,G2,P11,2021-03-22,252,48,10
SP06,G3,P08,2021-03-22,6230,68,271
SP15,G4,P11,2021-03-23,3724,37,129
SP02,G4,P12,2021-03-23,5544,59,427
SP01,G6,P04,2021-03-23,8624,54,392
SP17,G1,P02,2021-03-23,4627,135,515
SP01,G5,P12,2021-03-23,13237,374,1019
SP08,G3,P05,2021-03-23,3143,298,158
SP22,G3,P16,2021-03-23,8631,83,376
SP06,G3,P21,2021-03-23,4886,343,288
SP18,G4,P03,2021-03-23,5012,71,295
SP20,G2,P05,2021-03-23,7847,353,462
SP01,G3,P02,2021-03-24,2709,203,301
SP20,G6,P01,2021-03-24,8918,295,372
SP02,G6,P17,2021-03-24,11942,436,543
SP08,G6,P19,2021-03-24,19173,42,1279
SP16,G1,P17,2021-03-24,2590,209,87
SP16,G4,P04,2021-03-24,2555,73,160
SP10,G5,P05,2021-03-24,861,80,46
SP07,G5,P17,2021-03-24,11956,282,544
SP07,G4,P19,2021-03-24,8589,226,661
SP05,G6,P22,2021-03-24,6496,196,361
SP20,G3,P01,2021-03-24,5299,203,204
SP13,G6,P21,2021-03-24,4858,174,324
SP15,G4,P08,2021-03-24,357,204,19
SP08,G1,P02,2021-03-24,5264,182,405
SP09,G5,P10,2021-03-24,7896,83,304
SP05,G2,P15,2021-03-24,9548,173,796
SP08,G5,P04,2021-03-24,3024,240,178
SP17,G4,P01,2021-03-24,12257,365,409
SP05,G3,P01,2021-03-24,5327,2,184
SP18,G6,P11,2021-03-24,784,208,33
SP08,G6,P13,2021-03-25,5824,248,278
SP25,G4,P22,2021-03-25,11354,119,494
SP11,G3,P15,2021-03-25,7245,185,725
SP16,G4,P12,2021-03-25,2870,480,160
SP25,G4,P09,2021-03-25,721,191,91
SP04,G2,P01,2021-03-25,1274,197,42
SP15,G6,P03,2021-03-25,12187,266,717
SP19,G4,P05,2021-03-25,17969,77,899
SP19,G5,P17,2021-03-25,2471,174,103
SP13,G6,P13,2021-03-25,2296,52,100
SP21,G4,P03,2021-03-25,10801,35,636
SP01,G5,P07,2021-03-25,3031,49,117
SP01,G2,P12,2021-03-25,112,252,11
SP03,G5,P17,2021-03-25,329,130,14
SP03,G4,P12,2021-03-25,9590,154,600
SP09,G3,P07,2021-03-25,3220,209,115
SP04,G1,P11,2021-03-25,9660,106,358
SP08,G1,P14,2021-03-25,9737,184,886
SP05,G6,P15,2021-03-25,3899,199,488
SP10,G6,P18,2021-03-26,1477,58,48
SP15,G5,P10,2021-03-26,4242,324,152
SP25,G2,P19,2021-03-26,8946,163,895
SP25,G1,P09,2021-03-26,14504,150,1813
SP15,G4,P18,2021-03-26,6433,130,202
SP06,G3,P11,2021-03-26,9261,143,343
SP20,G4,P13,2021-03-26,756,71,38
SP03,G2,P15,2021-03-26,4018,10,447
SP12,G5,P08,2021-03-26,168,281,9
SP03,G3,P17,2021-03-26,4004,16,149
SP13,G5,P08,2021-03-26,6272,133,299
SP08,G1,P19,2021-03-26,5215,87,348
SP03,G4,P10,2021-03-26,3094,21,148
SP21,G5,P08,2021-03-26,9324,171,583
SP23,G6,P16,2021-03-26,20447,78,758
SP07,G1,P15,2021-03-26,14189,19,1183
SP13,G1,P20,2021-03-26,6503,231,434
SP06,G2,P12,2021-03-26,2212,24,202
SP11,G4,P21,2021-03-26,2975,45,142
SP14,G2,P14,2021-03-29,4788,217,342
SP13,G2,P14,2021-03-29,9604,201,565
SP21,G4,P07,2021-03-29,616,181,24
SP20,G2,P02,2021-03-29,7644,4,695
SP07,G1,P02,2021-03-29,4193,153,263
SP18,G5,P05,2021-03-29,6132,183,307
SP20,G4,P20,2021-03-29,7896,302,376
SP22,G4,P16,2021-03-29,2576,332,96
SP13,G1,P04,2021-03-29,2821,197,157
SP07,G5,P11,2021-03-29,12103,88,485
SP02,G3,P20,2021-03-29,5271,330,377
SP12,G2,P15,2021-03-29,5117,66,512
SP08,G6,P09,2021-03-30,4767,232,434
SP04,G1,P17,2021-03-30,20076,29,670
SP25,G4,P06,2021-03-30,2583,206,185
SP20,G4,P09,2021-03-30,14210,39,2030
SP01,G3,P15,2021-03-30,4403,25,315
SP03,G5,P10,2021-03-30,12985,279,619
SP14,G3,P13,2021-03-30,1358,63,68
SP01,G1,P15,2021-03-30,203,330,19
SP06,G5,P06,2021-03-30,1281,275,99
SP22,G5,P16,2021-03-30,13475,119,539
SP19,G6,P14,2021-03-30,1547,200,119
SP04,G1,P03,2021-03-31,6013,217,317
SP20,G5,P19,2021-03-31,10703,21,1071
SP10,G3,P11,2021-03-31,7630,236,306
SP21,G2,P06,2021-03-31,5369,251,384
SP03,G5,P21,2021-03-31,7917,115,360
SP02,G5,P06,2021-03-31,259,116,17
SP10,G2,P16,2021-04-01,3115,22,112
SP14,G6,P06,2021-04-01,10731,117,537
SP18,G6,P06,2021-04-01,2352,21,181
SP03,G2,P08,2021-04-01,5138,51,303
SP17,G1,P09,2021-04-01,1428,194,102
SP07,G5,P13,2021-04-01,3598,17,157
SP04,G5,P06,2021-04-01,10528,21,555
SP15,G3,P11,2021-04-02,2100,242,70
SP21,G1,P01,2021-04-02,6797,218,262
SP14,G2,P17,2021-04-02,6202,52,249
SP05,G5,P01,2021-04-02,8001,4,348
SP08,G2,P05,2021-04-02,13832,294,814
SP13,G2,P19,2021-04-02,1568,181,121
SP13,G6,P07,2021-04-02,3129,127,112
SP05,G5,P11,2021-04-02,6944,2,278
SP14,G6,P16,2021-04-02,7672,17,265
SP08,G6,P08,2021-04-02,4137,200,197
SP14,G2,P03,2021-04-02,1365,155,72
SP12,G4,P04,2021-04-02,7238,381,453
SP14,G4,P03,2021-04-02,10500,355,457
SP18,G2,P20,2021-04-02,6790,129,453
SP14,G1,P19,2021-04-02,7203,63,515
SP22,G1,P15,2021-04-02,6202,86,443
SP02,G2,P14,2021-04-05,8351,1,696
SP24,G1,P19,2021-04-05,980,437,109
SP11,G5,P13,2021-04-05,12908,182,562
SP09,G3,P19,2021-04-05,4473,302,320
SP04,G1,P18,2021-04-06,3066,155,93
SP16,G1,P07,2021-04-06,4053,329,177
SP04,G6,P08,2021-04-06,3024,155,152
SP13,G5,P16,2021-04-07,2100,147,68
SP20,G5,P10,2021-04-07,2555,156,112
SP09,G6,P16,2021-04-07,6559,208,243
SP19,G3,P06,2021-04-07,8176,183,390
SP04,G6,P03,2021-04-07,17675,197,884
SP18,G5,P15,2021-04-07,11004,175,1223
SP25,G4,P01,2021-04-07,2233,292,77
SP05,G2,P01,2021-04-07,16359,14,712
SP06,G6,P19,2021-04-07,3192,21,228
SP14,G3,P06,2021-04-07,5313,275,380
SP19,G3,P04,2021-04-07,1841,223,97
SP02,G6,P10,2021-04-07,9884,13,396
SP04,G4,P14,2021-04-07,3066,268,205
SP09,G3,P18,2021-04-07,11207,254,362
SP11,G1,P02,2021-04-07,6321,86,452
SP10,G1,P09,2021-04-07,5299,62,663
SP02,G5,P21,2021-04-08,11578,63,552
SP25,G1,P08,2021-04-08,4298,201,239
SP16,G5,P15,2021-04-08,9548,17,682
SP10,G4,P10,2021-04-08,5663,25,236
SP10,G6,P10,2021-04-08,329,260,15
SP10,G4,P05,2021-04-08,9275,165,489
SP12,G5,P11,2021-04-08,77,133,3
SP10,G1,P04,2021-04-08,4256,110,224
SP23,G6,P03,2021-04-09,4018,413,237
SP15,G6,P05,2021-04-09,6699,138,479
SP24,G2,P13,2021-04-09,4571,17,241
SP05,G5,P13,2021-04-09,4193,79,200
SP18,G2,P09,2021-04-09,392,175,28
SP11,G6,P03,2021-04-09,3192,18,146
SP05,G3,P22,2021-04-09,154,48,7
SP06,G6,P07,2021-04-09,5502,112,212
SP14,G6,P09,2021-04-09,4389,365,439
SP08,G5,P08,2021-04-09,12215,120,764
SP13,G6,P09,2021-04-09,1960,50,140
SP23,G1,P12,2021-04-09,994,389,77
SP19,G4,P10,2021-04-09,3731,41,150
SP22,G2,P22,2021-04-12,11851,45,456
SP18,G4,P18,2021-04-12,7798,77,289
SP10,G4,P08,2021-04-12,658,82,32
SP18,G1,P15,2021-04-12,18963,191,1355
SP10,G1,P08,2021-04-12,574,383,34
SP12,G3,P18,2021-04-12,763,47,28
SP16,G3,P02,2021-04-12,1295,218,108
SP12,G2,P10,2021-04-12,1281,349,61
SP19,G3,P15,2021-04-12,6657,364,606
SP16,G3,P05,2021-04-12,1533,129,110
SP21,G6,P08,2021-04-12,2534,36,121
SP23,G2,P14,2021-04-12,3808,74,224
SP09,G4,P08,2021-04-12,7637,90,425
SP12,G3,P02,2021-04-13,5397,37,416
SP01,G5,P16,2021-04-13,5649,97,202
SP20,G3,P07,2021-04-13,2996,136,116
SP04,G5,P16,2021-04-13,2247,351,87
SP09,G2,P09,2021-04-13,1092,136,84
SP13,G1,P05,2021-04-13,4368,23,292
SP01,G3,P14,2021-04-13,868,90,87
SP07,G2,P01,2021-04-13,8729,35,364
SP13,G2,P08,2021-04-13,2065,17,130
SP07,G4,P08,2021-04-13,6293,48,274
SP05,G4,P19,2021-04-13,7602,247,761
SP16,G3,P03,2021-04-13,10150,223,598
SP10,G6,P03,2021-04-13,11081,311,739
SP14,G2,P04,2021-04-13,588,41,27
SP22,G6,P19,2021-04-13,3710,129,413
SP24,G4,P04,2021-04-14,371,121,27
SP21,G4,P13,2021-04-14,2254,69,119
SP12,G5,P22,2021-04-14,2345,70,112
SP01,G5,P02,2021-04-14,18473,6,2053
SP04,G2,P16,2021-04-14,1680,26,58
SP17,G2,P13,2021-04-14,4508,16,215
SP02,G5,P04,2021-04-15,8463,284,385
SP19,G1,P15,2021-04-15,931,269,117
SP13,G3,P06,2021-04-15,12460,197,623
SP02,G5,P01,2021-04-15,868,78,37
SP21,G6,P18,2021-04-15,301,117,13
SP10,G1,P15,2021-04-15,434,116,37
SP17,G6,P22,2021-04-15,2058,2,115
SP25,G3,P14,2021-04-15,9597,167,873
SP16,G1,P03,2021-04-16,13314,198,784
SP21,G6,P15,2021-04-16,630,106,70
SP04,G2,P04,2021-04-16,8918,31,446
SP15,G1,P18,2021-04-16,7133,446,223
SP23,G5,P12,2021-04-16,1638,106,97
SP16,G1,P02,2021-04-16,8253,262,551
SP02,G1,P01,2021-04-16,5950,30,192
SP13,G4,P02,2021-04-16,7000,5,875
SP15,G3,P16,2021-04-16,2030,162,89
SP23,G1,P03,2021-04-16,8337,306,439
SP03,G1,P01,2021-04-16,1876,171,79
SP09,G3,P06,2021-04-16,9352,293,446
SP02,G1,P02,2021-04-16,5621,154,625
SP03,G1,P09,2021-04-16,6062,12,674
SP17,G2,P04,2021-04-16,5054,154,266
SP10,G2,P11,2021-04-16,7581,239,237
SP13,G2,P10,2021-04-16,7763,125,353
SP14,G5,P14,2021-04-16,9387,181,626
SP01,G3,P13,2021-04-16,966,163,57
SP12,G1,P03,2021-04-16,5278,27,278
SP19,G4,P14,2021-04-16,18354,275,1669
SP16,G1,P10,2021-04-16,1330,161,61
SP24,G3,P06,2021-04-16,1155,91,83
SP17,G2,P09,2021-04-16,4669,101,667
SP08,G3,P12,2021-04-16,4676,25,293
SP11,G2,P11,2021-04-16,602,19,21
SP22,G5,P08,2021-04-19,13090,133,770
SP15,G5,P07,2021-04-19,11928,159,459
SP09,G5,P11,2021-04-19,4634,244,145
SP02,G6,P20,2021-04-19,5292,72,252
SP19,G6,P22,2021-04-19,9065,56,378
SP04,G6,P10,2021-04-19,12299,338,560
SP11,G4,P18,2021-04-19,6818,172,273
SP02,G4,P20,2021-04-19,3773,81,252
SP13,G6,P02,2021-04-19,5138,82,367
SP09,G5,P20,2021-04-19,4557,20,269
SP01,G5,P03,2021-04-19,2751,128,138
SP18,G5,P19,2021-04-19,10906,8,779
SP20,G2,P21,2021-04-19,5621,7,256
SP13,G2,P13,2021-04-20,2471,64,155
SP05,G2,P14,2021-04-20,6139,9,410
SP12,G2,P07,2021-04-20,2807,151,128
SP18,G5,P04,2021-04-20,8169,142,454
SP13,G5,P05,2021-04-20,8785,280,586
SP01,G4,P22,2021-04-20,5628,33,256
SP11,G2,P14,2021-04-20,1302,7,77
SP18,G5,P22,2021-04-20,9282,188,387
SP04,G2,P18,2021-04-20,4046,96,162
SP22,G3,P07,2021-04-20,10605,169,442
SP06,G1,P02,2021-04-20,5929,25,539
SP08,G3,P18,2021-04-20,2611,175,105
SP03,G1,P15,2021-04-20,7686,51,769
SP07,G2,P14,2021-04-20,2786,98,164
SP22,G1,P19,2021-04-20,4123,247,516
SP17,G6,P21,2021-04-20,1477,111,78
SP05,G6,P17,2021-04-20,12040,255,416
SP13,G6,P12,2021-04-20,4340,277,310
SP15,G4,P21,2021-04-20,2639,526,126
SP14,G4,P09,2021-04-21,7931,377,1322
SP13,G4,P07,2021-04-21,1078,298,45
SP19,G5,P13,2021-04-21,8680,429,362
SP18,G4,P08,2021-04-21,8967,15,427
SP14,G2,P11,2021-04-21,12075,258,465
SP05,G6,P12,2021-04-21,4396,68,294
SP11,G4,P16,2021-04-21,2877,84,96
SP14,G4,P04,2021-04-21,1659,291,104
SP16,G5,P19,2021-04-21,616,30,42
SP08,G6,P03,2021-04-21,7021,124,469
SP23,G2,P19,2021-04-21,3255,119,296
SP20,G3,P15,2021-04-21,5516,269,613
SP22,G6,P14,2021-04-21,18039,148,1289
SP11,G6,P18,2021-04-21,12593,254,394
SP18,G4,P16,2021-04-21,1981,28,67
SP05,G2,P04,2021-04-21,6552,112,410
SP08,G2,P04,2021-04-21,10682,213,629
SP16,G6,P19,2021-04-21,11046,156,789
SP22,G2,P05,2021-04-21,4263,140,225
SP01,G6,P09,2021-04-21,5558,440,464
SP23,G3,P18,2021-04-22,4214,155,128
SP09,G1,P13,2021-04-22,7301,46,406
SP04,G3,P19,2021-04-22,4473,179,373
SP10,G4,P11,2021-04-22,11081,349,462
SP24,G4,P05,2021-04-22,1120,274,75
SP18,G3,P08,2021-04-22,10297,48,430
SP20,G6,P02,2021-04-22,1869,343,234
SP10,G1,P13,2021-04-22,12229,182,644
SP16,G2,P04,2021-04-22,7707,173,482
SP02,G2,P18,2021-04-22,1351,150,55
SP12,G1,P16,2021-04-22,7035,185,252
SP01,G4,P07,2021-04-22,3178,323,114
SP10,G4,P19,2021-04-22,3668,336,408
SP07,G3,P09,2021-04-22,15295,160,1700
SP18,G2,P18,2021-04-22,9667,227,323
SP20,G5,P03,2021-04-22,7308,171,488
SP07,G2,P04,2021-04-22,6888,18,328
SP23,G1,P08,2021-04-22,1085,183,46
SP13,G4,P22,2021-04-22,3549,492,148
SP15,G4,P09,2021-04-23,245,365,21
SP04,G5,P21,2021-04-23,525,166,24
SP25,G4,P18,2021-04-23,9373,200,313
SP02,G2,P08,2021-04-23,3822,155,225
SP14,G1,P05,2021-04-23,4326,123,206
SP21,G5,P06,2021-04-23,427,428,23
SP20,G3,P03,2021-04-23,12236,61,816
SP05,G4,P13,2021-04-23,4655,124,259
SP11,G4,P08,2021-04-23,1246,359,78
SP07,G4,P17,2021-04-23,11291,206,452
SP05,G1,P02,2021-04-26,5530,45,395
SP03,G3,P14,2021-04-26,7658,233,851
SP17,G2,P05,2021-04-26,1204,199,67
SP21,G3,P16,2021-04-26,7238,19,250
SP03,G5,P11,2021-04-26,2359,284,91
SP16,G2,P05,2021-04-26,4676,96,234
SP19,G2,P21,2021-04-26,4893,229,233
SP12,G6,P21,2021-04-26,5152,133,258
SP09,G5,P18,2021-04-27,3808,376,142
SP09,G3,P22,2021-04-27,6538,182,273
SP14,G6,P14,2021-04-27,3486,295,249
SP01,G5,P11,2021-04-27,4865,94,174
SP23,G6,P14,2021-04-27,4606,74,384
SP22,G4,P17,2021-04-27,35,380,2
SP03,G6,P20,2021-04-27,6069,304,304
SP01,G1,P17,2021-04-27,21,117,1
SP05,G4,P01,2021-04-27,8071,16,299
SP11,G2,P19,2021-04-27,2716,267,194
SP15,G1,P09,2021-04-27,7574,136,842
SP20,G6,P05,2021-04-27,931,48,52
SP21,G4,P04,2021-04-27,9499,141,500
SP23,G1,P09,2021-04-27,350,167,25
SP01,G6,P03,2021-04-27,371,437,20
SP12,G6,P17,2021-04-27,10367,156,432
SP09,G3,P13,2021-04-27,9597,129,600
SP17,G5,P08,2021-04-27,2443,379,102
SP04,G6,P18,2021-04-27,3556,75,123
SP17,G4,P07,2021-04-27,2457,261,82
SP04,G6,P14,2021-04-27,16170,71,952
SP05,G4,P10,2021-04-27,8456,178,302
SP08,G4,P05,2021-04-27,28,147,2
SP02,G2,P13,2021-04-27,10794,118,450
SP18,G4,P21,2021-04-27,7539,10,444
SP01,G6,P17,2021-04-28,2982,102,120
SP18,G2,P05,2021-04-28,6237,73,347
SP12,G3,P14,2021-04-28,11564,28,1285
SP15,G4,P05,2021-04-28,105,73,7
SP03,G1,P16,2021-04-29,10402,33,417
SP12,G5,P12,2021-04-29,20993,411,1235
SP07,G6,P08,2021-04-29,7658,190,383
SP25,G3,P05,2021-04-29,1981,235,105
SP25,G3,P09,2021-04-29,4816,64,402
SP09,G1,P22,2021-04-29,3661,287,147
SP09,G1,P10,2021-04-29,2688,580,128
SP01,G5,P18,2021-04-29,2534,159,80
SP08,G6,P05,2021-04-29,1820,81,91
SP13,G2,P21,2021-04-29,5432,107,388
SP15,G2,P08,2021-04-30,7189,117,400
SP13,G4,P01,2021-04-30,6188,18,207
SP06,G2,P17,2021-04-30,3283,260,150
SP21,G3,P02,2021-04-30,6524,275,502
SP07,G5,P18,2021-04-30,5180,32,192
SP09,G5,P15,2021-04-30,12838,241,803
